"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DDD","3D Systems Corporation","13.69","$1.56B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ddd",
"MMM","3M Company","211.43","$126.17B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmm",
"WBAI","500.com Limited","11.11","$452.93M","2013","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/wbai",
"WUBA","58.com Inc.","68","$9.9B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wuba",
"AHC","A.H. Belo Corporation","4.6","$100.06M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/ahc",
"ATEN","A10 Networks, Inc.","6.91","$488.99M","2014","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/aten",
"AAC","AAC Holdings, Inc.","11.4","$274.29M","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aac",
"AIR","AAR Corp.","35.35","$1.22B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/air",
"AAN","Aaron&#39;s,  Inc.","42.61","$3.09B","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aan",
"ABB","ABB Ltd","24.43","$52.13B","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/abb",
"ABT","Abbott Laboratories","51.69","$89.81B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abt",
"ABBV","AbbVie Inc.","89.22","$142.23B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abbv",
"ANF","Abercrombie & Fitch Company","14.06","$957.3M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/anf",
"GCH","Aberdeen Greater China Fund, Inc.","12.11","$106.77M","1992","n/a","n/a","http://www.nasdaq.com/symbol/gch",
"JEQ","Aberdeen Japan Equity Fund, Inc. ","8.76","$117.19M","1992","n/a","n/a","http://www.nasdaq.com/symbol/jeq",
"SGF","Aberdeen Singapore Fund, Inc.","11.62","$86.21M","1990","n/a","n/a","http://www.nasdaq.com/symbol/sgf",
"ABM","ABM Industries Incorporated","39.76","$2.59B","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/abm",
"AKR","Acadia Realty Trust","29.86","$2.5B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/akr",
"ACN","Accenture plc","134.86","$86.15B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/acn",
"ACCO","Acco Brands Corporation","11.25","$1.22B","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/acco",
"ATV","Acorn International, Inc.","15.18","$40.7M","2007","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/atv",
"ATU","Actuant Corporation","26.05","$1.56B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/atu",
"AYI","Acuity Brands Inc","177.99","$7.49B","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ayi",
"GOLF","Acushnet Holdings Corp.","17.03","$1.27B","2016","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/golf",
"ADX","Adams Diversified Equity Fund, Inc.","14.97","$1.48B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/adx",
"PEO","Adams Natural Resources Fund, Inc.","19","$542.47M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peo",
"AGRO","Adecoagro S.A.","10.16","$1.23B","2011","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/agro",
"ADNT","Adient plc","76.4","$7.11B","2016","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/adnt",
"ATGE","Adtalem Global Education Inc.","35.45","$2.2B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atge",
"AAP","Advance Auto Parts Inc","100.02","$7.39B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/aap",
"ADSW","Advanced Disposal Services, Inc.","24.68","$2.18B","2016","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/adsw",
"WMS","Advanced Drainage Systems, Inc.","20.85","$1.15B","2014","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/wms",
"ASX","Advanced Semiconductor Engineering, Inc.","5.97","$9.88B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asx",
"ASIX","AdvanSix Inc.","36.19","$1.1B","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/asix",
"AAV","Advantage Oil & Gas Ltd","6.5","$1.21B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aav",
"AVK","Advent Claymore Convertible Securities and Income Fund","15.96","$376.35M","2003","n/a","n/a","http://www.nasdaq.com/symbol/avk",
"AGC","Advent Claymore Convertible Securities and Income Fund II","6.05","$194.79M","2007","n/a","n/a","http://www.nasdaq.com/symbol/agc",
"LCM","Advent/Claymore Enhanced Growth & Income Fund","8.56","$78.6M","2005","n/a","n/a","http://www.nasdaq.com/symbol/lcm",
"ACM","AECOM","33.85","$5.3B","2007","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acm",
"ANW","Aegean Marine Petroleum Network Inc.","4.65","$188.95M","2006","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/anw",
"AEB","Aegon NV","24.86","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeb",
"AED","Aegon NV","26.27","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aed",
"AEG","Aegon NV","5.72","$11.95B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeg",
"AEH","Aegon NV","25.84","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aeh",
"AEK","Aegon NV","26.14","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aek",
"AER","Aercap Holdings N.V.","49.01","$8.01B","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/aer",
"HIVE","Aerohive Networks, Inc.","3.85","$207.41M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/hive",
"AJRD","Aerojet Rocketdyne Holdings, Inc. ","27.96","$2.1B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ajrd",
"AET","Aetna Inc.","162.78","$54.06B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aet",
"AMG","Affiliated Managers Group, Inc.","178.57","$9.99B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amg",
"AFL","Aflac Incorporated","82.11","$32.45B","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afl",
"AFSD","Aflac Incorporated","25.47","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/afsd",
"MITT","AG Mortgage Investment Trust, Inc.","19.18","$533.75M","2011","n/a","n/a","http://www.nasdaq.com/symbol/mitt",
"MITT^A","AG Mortgage Investment Trust, Inc.","25.412","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^a",
"MITT^B","AG Mortgage Investment Trust, Inc.","25.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitt^b",
"AGCO","AGCO Corporation","69.68","$5.54B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/agco",
"A","Agilent Technologies, Inc.","65.68","$21.14B","1999","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/a",
"AEM","Agnico Eagle Mines Limited","48.83","$11.33B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aem",
"ADC","Agree Realty Corporation","50.89","$1.46B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/adc",
"AGU","Agrium Inc.","102.99","$14.23B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/agu",
"AL","Air Lease Corporation","39.67","$4.09B","2011","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/al",
"APD","Air Products and Chemicals, Inc.","150.07","$32.71B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/apd",
"AYR","Aircastle Limited","21.54","$1.7B","2006","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ayr",
"AKS","AK Steel Holding Corporation","5.61","$1.77B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/aks",
"ALP^O.CL","Alabama Power Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alp^o.cl",
"ALP^Q","Alabama Power Company","25.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alp^q",
"ALG","Alamo Group, Inc.","94.28","$1.1B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/alg",
"AGI","Alamos Gold Inc.","7.5","$2.25B","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/agi",
"ALK","Alaska Air Group, Inc.","77.49","$9.57B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/alk",
"AIN","Albany International Corporation","55.25","$1.77B","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","126","$13.92B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/alb",
"AA","Alcoa Corporation","44.8","$8.26B","2016","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/aa",
"ALR","Alere Inc.","50.11","$4.39B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/alr",
"ALR^B","Alere Inc.","392.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/alr^b",
"ALEX","Alexander & Baldwin Holdings, Inc.","45","$2.21B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","426.72","$2.18B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","120.83","$11.31B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/are",
"ARE^D","Alexandria Real Estate Equities, Inc.","36.7469","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^d",
"AQN","Algonquin Power & Utilities Corp.","10.87","$4.16B","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aqn",
"BABA","Alibaba Group Holding Limited","177.1","$447.95B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/baba",
"Y","Alleghany Corporation","567.11","$8.74B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","22.38","$2.44B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"ALLE","Allegion plc","82.62","$7.85B","2013","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/alle",
"AGN","Allergan plc.","223.7","$74.78B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn",
"AGN^A","Allergan plc.","801.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agn^a",
"ALE","Allete, Inc.","78.2","$3.98B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"AKP","Alliance California Municipal Income Fund Inc","13.91","$119M","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp",
"ADS","Alliance Data Systems Corporation","218.87","$12.14B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads",
"AFB","Alliance National Municipal Income Fund Inc","14.09","$405.02M","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb",
"AOI","Alliance One International, Inc.","10.85","$97.38M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/aoi",
"AWF","Alliance World Dollar Government Fund II","12.98","$1.12B","1993","n/a","n/a","http://www.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","23.9","$2.23B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","42.92","$9.92B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/lnt",
"CBH","AllianzGI Convertible & Income 2024 Target Term Fund","10.0228","$182.99M","2017","n/a","n/a","http://www.nasdaq.com/symbol/cbh",
"NCV","AllianzGI Convertible & Income Fund","7","$619.7M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncv",
"NCZ","AllianzGI Convertible & Income Fund II","6.19","$462.42M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncz",
"ACV","AllianzGI Diversified Income & Convertible Fund","21.09","$216.7M","2015","n/a","n/a","http://www.nasdaq.com/symbol/acv",
"NIE","AllianzGI Equity & Convertible Income Fund","20.15","$558.34M","2007","n/a","n/a","http://www.nasdaq.com/symbol/nie",
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","12.98","$1.23B","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nfj",
"ALSN","Allison Transmission Holdings, Inc.","34.5","$5.13B","2012","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alsn",
"ALL","Allstate Corporation (The)","90.5","$32.7B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all",
"ALL^A","Allstate Corporation (The)","25.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^a",
"ALL^B","Allstate Corporation (The)","26.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^b",
"ALL^C","Allstate Corporation (The)","26.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^c",
"ALL^D","Allstate Corporation (The)","26.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^d",
"ALL^E","Allstate Corporation (The)","26.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^e",
"ALL^F","Allstate Corporation (The)","26.89","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^f",
"ALLY","Ally Financial Inc.","22.24","$10B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","26.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^a",
"ALDW","Alon USA Partners, LP","11.28","$705.33M","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/aldw",
"AGD","Alpine Global Dynamic Dividend Fund","10.45","$131.14M","2006","n/a","n/a","http://www.nasdaq.com/symbol/agd",
"AWP","Alpine Global Premier Properties Fund","6.55","$559.42M","2007","n/a","n/a","http://www.nasdaq.com/symbol/awp",
"AOD","Alpine Total Dynamic Dividend Fund","8.8","$946.82M","2007","n/a","n/a","http://www.nasdaq.com/symbol/aod",
"AYX","Alteryx, Inc.","19.01","$1.12B","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ayx",
"ATUS","Altice USA, Inc.","29.48","$21.73B","2017","Consumer Services","Television Services","http://www.nasdaq.com/symbol/atus",
"RESI","Altisource Residential Corporation","11.13","$593.89M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/resi",
"MO","Altria Group","62.28","$119.49B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/mo",
"ACH","Aluminum Corporation of China Limited","22.08","$13.16B","2001","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach",
"AMBR","Amber Road, Inc.","7.46","$202.61M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ambr",
"ABEV","Ambev S.A.","6.74","$105.87B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/abev",
"AMC","AMC Entertainment Holdings, Inc.","16.05","$2.1B","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/amc",
"AMFW","Amec Plc Ord","6.14","$2.41B","2014","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/amfw",
"AEE","Ameren Corporation","59.56","$14.45B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","7.35","$334.63M","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc",
"AMOV","America Movil, S.A.B. de C.V.","18.35","$60.37B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","18.53","$60.96B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx",
"AAT","American Assets Trust, Inc.","40.67","$1.92B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","15.88","$1.77B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/axl",
"ACC","American Campus Communities Inc","48.4","$6.6B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acc",
"AEO","American Eagle Outfitters, Inc.","13.34","$2.36B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aeo",
"AEP","American Electric Power Company, Inc.","72.9","$35.86B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep",
"AEL","American Equity Investment Life Holding Company","27.29","$2.43B","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael",
"AXP","American Express Company","86.19","$76.19B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/axp",
"AFG","American Financial Group, Inc.","98.77","$8.69B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg",
"AFGE","American Financial Group, Inc.","26.5","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afge",
"AFGH","American Financial Group, Inc.","26.7796","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afgh",
"AMH","American Homes 4 Rent","21.89","$5.7B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh",
"AMH^A","American Homes 4 Rent","28.56","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh^a",
"AMH^B","American Homes 4 Rent","28.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^b",
"AMH^C","American Homes 4 Rent","28.4101","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^c",
"AMH^D","American Homes 4 Rent","26.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^d",
"AMH^E","American Homes 4 Rent","26.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^e",
"AMH^F","American Homes 4 Rent","25.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^f",
"AMH^G","American Homes 4 Rent","25.59","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^g",
"AIG","American International Group, Inc.","59.81","$54.03B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig",
"AIG.WS","American International Group, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aig.ws",
"AMID","American Midstream Partners, LP","13.6","$703.93M","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid",
"ARL","American Realty Investors, Inc.","8.13","$126.13M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl",
"ARA","American Renal Associates Holdings, Inc","14.84","$464.28M","2016","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ara",
"AWR","American States Water Company","50.52","$1.85B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr",
"AMT","American Tower Corporation (REIT)","142.85","$61.31B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amt",
"AMT^B","American Tower Corporation (REIT)","126.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amt^b",
"AVD","American Vanguard Corporation","20.55","$612.06M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/avd",
"AWK","American Water Works","82.27","$14.67B","2008","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awk",
"APU","AmeriGas Partners, L.P.","43.78","$4.07B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/apu",
"AMP","AMERIPRISE FINANCIAL SERVICES, INC.","139.01","$20.84B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/amp",
"ABC","AmerisourceBergen Corporation (Holding Co)","80.69","$17.68B","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/abc",
"ANFI","Amira Nature Foods Ltd","5.62","$177.08M","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/anfi",
"AMN","AMN Healthcare Services Inc","38.8","$1.86B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/amn",
"AP","Ampco-Pittsburgh Corporation","17.25","$213.22M","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/ap",
"APH","Amphenol Corporation","82.21","$25.11B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aph",
"BETR","Amplify Snack Brands, inc.","6.95","$533.37M","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/betr",
"AXR","AMREP Corporation","6.99","$56.54M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/axr",
"AME","AMTEK, Inc.","65.26","$15.06B","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ame",
"AFSI^A","AmTrust Financial Services, Inc.","23.83","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^a",
"AFSI^B","AmTrust Financial Services, Inc.","23.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^b",
"AFSI^C","AmTrust Financial Services, Inc.","24.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^c",
"AFSI^D","AmTrust Financial Services, Inc.","24.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^d",
"AFSI^E","AmTrust Financial Services, Inc.","25.2461","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^e",
"AFSI^F","AmTrust Financial Services, Inc.","22.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/afsi^f",
"AFSS","AmTrust Financial Services, Inc.","25.26","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afss",
"AFST","AmTrust Financial Services, Inc.","25.82","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afst",
"AEUA","Anadarko Petroleum Corporation","37.2971","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aeua",
"APC","Anadarko Petroleum Corporation","43.53","$24.39B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apc",
"ANDV","Andeavor","101.55","$15.93B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/andv",
"ANDX","Andeavor Logistics LP","49.51","$5.35B","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/andx",
"AU","AngloGold Ashanti Limited","9.77","$3.99B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/au",
"BUD","Anheuser-Busch Inbev SA","121.74","$235.38B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bud",
"AXE","Anixter International Inc.","76.6","$2.55B","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/axe",
"NLY","Annaly Capital Management Inc","12.24","$13.32B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nly",
"NLY^C","Annaly Capital Management Inc","25.292","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^c",
"NLY^D","Annaly Capital Management Inc","25.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^d",
"NLY^E","Annaly Capital Management Inc","25.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^e",
"NLY^F","Annaly Capital Management Inc","25.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nly^f",
"AMGP","Antero Midstream GP LP","19.42","$3.62B","2017","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amgp",
"AM","Antero Midstream Partners LP","31.47","$5.87B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/am",
"AR","Antero Resources Corporation","20.45","$6.45B","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ar",
"ANTM","Anthem, Inc.","186.75","$49.04B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antm",
"ANTX","Anthem, Inc.","51.64","$13.68B","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/antx",
"ANH","Anworth Mortgage Asset  Corporation","5.99","$584.33M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/anh",
"ANH^A","Anworth Mortgage Asset  Corporation","26.2101","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^a",
"ANH^B","Anworth Mortgage Asset  Corporation","29.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^b",
"ANH^C","Anworth Mortgage Asset  Corporation","25.3587","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/anh^c",
"AON","Aon plc","142.14","$36.15B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/aon",
"APA","Apache Corporation","42.22","$16.08B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apa",
"AIV","Apartment Investment and Management Company","45.76","$7.19B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aiv",
"AIV^A","Apartment Investment and Management Company","26.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aiv^a",
"ARI","Apollo Commercial Real Estate Finance","17.9","$1.89B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ari",
"ARI^C","Apollo Commercial Real Estate Finance","25.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ari^c",
"APO","Apollo Global Management, LLC","29.43","$12.05B","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/apo",
"APO^A","Apollo Global Management, LLC","26.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apo^a",
"AIB.CL","Apollo Investment Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aib.cl",
"AIY","Apollo Investment Corporation","26.03","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/aiy",
"AFT","Apollo Senior Floating Rate Fund Inc.","16.68","$259.76M","2011","n/a","n/a","http://www.nasdaq.com/symbol/aft",
"AIF","Apollo Tactical Income Fund Inc.","16.19","$234.17M","2013","n/a","n/a","http://www.nasdaq.com/symbol/aif",
"APLE","Apple Hospitality REIT, Inc.","18.74","$4.18B","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aple",
"AIT","Applied Industrial Technologies, Inc.","59.3","$2.3B","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/ait",
"ATR","AptarGroup, Inc.","84.87","$5.32B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/atr",
"WTR","Aqua America, Inc.","33.93","$6.03B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/wtr",
"WAAS","AquaVenture Holdings Limited","15","$396.5M","2016","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/waas",
